consumer_id,service_type,region,tenure_months,new_customer_price,renewal_price,is_anomaly
CONS_01436,subscription,Scotland,78,15.64,16.88,False
CONS_01437,broadband,South East,7,25.53,25.95,False
CONS_01438,mobile,South East,4,26.22,28.29,False
CONS_01439,subscription,Midlands,18,9.89,9.31,False
CONS_01440,subscription,South West,10,8.51,9.65,False
CONS_01441,broadband,South East,23,29.96,31.79,False
CONS_01442,broadband,South East,118,37.81,35.94,False
CONS_01443,broadband,South East,11,31.19,31.16,False
CONS_01444,broadband,London,39,34.75,38.08,False
CONS_01445,broadband,South East,72,23.74,21.75,False
CONS_01446,mobile,London,11,24.61,23.98,False
CONS_01447,subscription,Midlands,20,12.46,12.56,False
CONS_01448,mobile,South East,17,22.43,25.38,False
CONS_01449,mobile,Midlands,91,25.96,31.16,False
CONS_01450,broadband,Scotland,16,32.43,34.99,False
CONS_01451,subscription,South West,4,14.86,12.08,False
CONS_01452,mobile,North East,4,18.56,17.77,False
CONS_01453,subscription,South East,12,17.6,24.35,False
CONS_01454,subscription,London,7,8.58,9.09,False
CONS_01455,broadband,Midlands,72,24.95,21.21,False
CONS_01456,broadband,London,4,29.43,37.23,False
CONS_01457,broadband,South East,17,32.42,30.5,False
CONS_01458,mobile,London,18,17.75,19.45,False
CONS_01459,subscription,South West,5,17.32,16.54,False
CONS_01460,broadband,London,5,25.67,32.03,False
CONS_01461,subscription,North West,23,13.01,12.16,False
CONS_01462,mobile,North West,39,24.15,24.12,False
CONS_01463,broadband,Wales,20,23.26,26.47,False
CONS_01464,broadband,South East,8,30.79,30.83,False
CONS_01465,mobile,South West,9,15.33,16.68,False
CONS_01466,mobile,Midlands,13,24.57,27.48,False
CONS_01467,mobile,North West,7,17.15,18.21,False
CONS_01468,broadband,South East,66,27.83,37.43,True
CONS_01469,mobile,Midlands,11,30.65,29.36,False
CONS_01470,broadband,Midlands,13,29.41,28.91,False
CONS_01471,subscription,North West,15,10.8,10.96,False
CONS_01472,broadband,South East,5,32.69,35.86,False
CONS_01473,broadband,London,2,37.31,41.67,False
CONS_01474,mobile,London,3,20.13,21.42,False
CONS_01475,mobile,London,87,30.22,33.45,False
CONS_01476,mobile,London,9,20.97,19.33,False
CONS_01477,mobile,London,11,20.77,22.26,False
CONS_01478,subscription,South West,3,14.59,15.19,False
CONS_01479,mobile,Midlands,61,26.56,35.07,True
CONS_01480,mobile,South West,22,23.42,25.5,False
CONS_01481,mobile,Wales,90,21.64,24.05,False
CONS_01482,broadband,Wales,59,32.73,42.41,True
CONS_01483,mobile,London,10,20.1,19.34,False
CONS_01484,broadband,Midlands,18,31.87,33.07,False
CONS_01485,mobile,South East,56,20.14,25.53,True
CONS_01486,broadband,North West,11,25.84,30.09,False
CONS_01487,subscription,North East,45,17.05,22.51,True
CONS_01488,mobile,South West,42,36.86,39.53,False
CONS_01489,subscription,South East,22,8.45,8.77,False
CONS_01490,mobile,Midlands,37,15.2,18.6,True
CONS_01491,broadband,London,8,26.65,25.31,False
CONS_01492,subscription,London,5,11.28,12.33,False
CONS_01493,mobile,London,120,16.87,21.25,True
CONS_01494,subscription,London,91,10.99,10.29,False
CONS_01495,mobile,Midlands,3,28.44,29.35,False
CONS_01496,mobile,South East,9,27.98,28.16,False
CONS_01497,subscription,London,91,14.4,15.55,False
CONS_01498,mobile,North East,16,17.94,17.9,False
CONS_01499,broadband,Scotland,28,31.37,31.98,False
CONS_01500,mobile,North West,79,14.95,19.56,True
CONS_01501,mobile,North West,12,29.04,28.26,False
CONS_01502,subscription,North West,3,17.47,17.93,False
CONS_01503,broadband,North West,17,26.57,28.29,False
CONS_01504,mobile,Wales,17,17.45,17.76,False
CONS_01505,subscription,South West,3,12.68,12.94,False
CONS_01506,mobile,South East,17,19.72,20.91,False
CONS_01507,mobile,North West,18,22.43,25.43,False
CONS_01508,mobile,London,120,17.36,19.28,False
CONS_01509,broadband,South West,12,31.35,29.59,False
CONS_01510,mobile,South East,12,26.91,29.95,False
CONS_01511,broadband,South East,25,24.23,34.46,True
CONS_01512,broadband,North East,14,42.34,49.43,False
CONS_01513,mobile,Scotland,120,22.07,26.99,True
CONS_01514,mobile,London,4,18.1,20.04,False
CONS_01515,subscription,South East,35,11.65,10.06,False
CONS_01516,broadband,South East,3,29.75,31.8,False
CONS_01517,broadband,North East,37,29.36,34.32,False
CONS_01518,subscription,North West,7,13.81,13.95,False
CONS_01519,broadband,South East,19,25.93,34.21,False
CONS_01520,broadband,Scotland,11,42.2,37.11,False
CONS_01521,broadband,North West,86,22.17,23.48,False
CONS_01522,mobile,London,1,18.45,20.46,False
CONS_01523,subscription,South West,9,11.8,12.52,False
CONS_01524,subscription,London,5,7.55,8.0,False
CONS_01525,mobile,South West,25,29.2,28.13,False
CONS_01526,broadband,Midlands,6,24.79,24.78,False
CONS_01527,broadband,London,3,34.02,37.28,False
CONS_01528,mobile,Midlands,25,20.66,18.26,False
CONS_01529,broadband,Midlands,4,30.03,33.79,False
CONS_01530,broadband,Scotland,1,25.44,26.39,False
CONS_01531,broadband,Scotland,17,25.59,27.99,False
CONS_01532,broadband,London,9,26.96,30.19,False
CONS_01533,mobile,London,103,25.14,30.17,True
CONS_01534,mobile,Midlands,18,21.92,30.91,False
CONS_01535,broadband,London,16,29.2,34.17,False
CONS_01536,mobile,South East,12,14.94,14.21,False
CONS_01537,subscription,North West,7,14.05,17.48,False
CONS_01538,mobile,London,11,25.88,21.81,False
CONS_01539,subscription,Midlands,10,15.65,15.81,False
CONS_01540,mobile,Midlands,10,27.8,29.5,False
CONS_01541,subscription,South West,39,15.97,16.29,False
CONS_01542,broadband,London,12,39.23,41.99,False
CONS_01543,broadband,North West,11,32.35,33.41,False
CONS_01544,broadband,South West,3,35.22,40.85,False
CONS_01545,mobile,South East,8,32.91,33.14,False
CONS_01546,broadband,Midlands,4,26.18,27.15,False
CONS_01547,broadband,Scotland,22,31.77,38.31,False
CONS_01548,subscription,South East,7,9.54,10.79,False
CONS_01549,broadband,South East,15,20.85,21.53,False
CONS_01550,broadband,Wales,44,29.68,38.66,True
CONS_01551,broadband,London,11,29.3,31.85,False
CONS_01552,mobile,South West,70,14.47,17.59,False
CONS_01553,broadband,Scotland,76,41.43,38.82,False
CONS_01554,broadband,London,16,39.26,37.67,False
CONS_01555,broadband,Midlands,3,27.14,27.13,False
CONS_01556,subscription,North West,15,14.34,15.27,False
CONS_01557,subscription,South East,9,17.76,20.08,False
CONS_01558,mobile,North East,5,10.98,10.81,False
CONS_01559,mobile,Midlands,31,25.27,35.12,True
CONS_01560,subscription,Scotland,120,22.37,21.72,False
CONS_01561,subscription,South West,3,13.92,13.12,False
CONS_01562,mobile,Scotland,51,19.26,18.7,False
CONS_01563,subscription,North West,19,15.65,15.54,False
CONS_01564,subscription,London,4,9.91,8.73,False
CONS_01565,subscription,London,36,9.61,9.62,False
CONS_01566,mobile,North West,18,16.05,15.45,False
CONS_01567,broadband,North West,5,24.22,25.02,False
CONS_01568,broadband,Midlands,63,24.36,29.2,False
CONS_01569,mobile,North West,43,22.49,30.4,True
CONS_01570,mobile,Scotland,12,19.9,18.34,False
CONS_01571,mobile,South West,10,16.6,18.84,False
CONS_01572,mobile,North East,5,21.57,25.79,False
CONS_01573,mobile,South East,11,24.87,28.12,False
CONS_01574,subscription,South West,9,15.66,16.85,False
CONS_01575,broadband,Midlands,16,26.94,31.32,False
CONS_01576,broadband,London,8,37.27,41.03,False
CONS_01577,subscription,South East,22,7.78,8.9,False
CONS_01578,subscription,South East,45,12.92,13.65,False
CONS_01579,subscription,Wales,56,17.35,16.68,False
CONS_01580,subscription,Scotland,24,14.69,16.87,False
CONS_01581,subscription,North West,11,14.67,18.91,False
CONS_01582,broadband,Midlands,120,31.12,31.7,False
CONS_01583,mobile,South East,38,22.82,23.93,False
CONS_01584,broadband,North West,6,31.78,33.56,False
CONS_01585,mobile,South West,12,22.86,21.28,False
CONS_01586,subscription,North East,12,12.32,12.05,False
CONS_01587,broadband,Midlands,12,33.73,36.17,False
CONS_01588,mobile,South East,1,24.21,25.15,False
CONS_01589,broadband,London,113,23.37,29.89,True
CONS_01590,broadband,South East,25,24.76,34.46,True
CONS_01591,broadband,North West,4,31.79,33.32,False
CONS_01592,broadband,South East,4,24.41,25.6,False
CONS_01593,subscription,South West,9,11.34,11.76,False
CONS_01594,mobile,Midlands,25,15.15,14.92,False
CONS_01595,subscription,North West,14,20.51,22.23,False
CONS_01596,mobile,South East,21,21.72,23.34,False
CONS_01597,broadband,North West,1,20.97,20.46,False
CONS_01598,broadband,North West,6,22.95,24.83,False
CONS_01599,subscription,Midlands,24,16.58,16.51,False
CONS_01600,broadband,London,28,35.44,39.08,False
CONS_01601,subscription,South West,19,15.16,15.81,False
CONS_01602,broadband,London,6,26.51,28.63,False
CONS_01603,mobile,South East,58,23.15,24.57,False
CONS_01604,subscription,North East,2,12.54,13.07,False
CONS_01605,broadband,London,16,29.95,32.18,False
CONS_01606,broadband,London,17,23.19,25.96,False
CONS_01607,subscription,Wales,2,10.89,11.51,False
CONS_01608,broadband,North West,14,30.9,32.61,False
CONS_01609,mobile,London,6,20.22,20.57,False
CONS_01610,mobile,London,22,18.31,16.57,False
CONS_01611,broadband,London,22,27.08,28.42,False
CONS_01612,subscription,Scotland,3,16.0,15.14,False
CONS_01613,subscription,South East,17,11.61,11.61,False
CONS_01614,broadband,Midlands,5,31.32,30.59,False
CONS_01615,subscription,South West,6,12.69,12.54,False
CONS_01616,broadband,London,22,25.95,25.78,False
CONS_01617,broadband,South East,3,31.69,34.48,False
CONS_01618,mobile,London,18,18.65,20.05,False
CONS_01619,subscription,South East,19,14.37,15.17,False
CONS_01620,broadband,South East,8,25.7,29.63,False
CONS_01621,broadband,Midlands,6,28.14,37.6,False
CONS_01622,mobile,South East,14,20.59,22.44,False
CONS_01623,subscription,North West,5,13.08,14.72,False
CONS_01624,broadband,Midlands,63,27.07,28.97,False
CONS_01625,broadband,Midlands,46,28.76,39.43,True
CONS_01626,mobile,South East,20,26.85,29.6,False
CONS_01627,broadband,South East,16,30.27,27.83,False
CONS_01628,broadband,North East,108,25.86,32.3,True
CONS_01629,broadband,South East,12,27.92,23.55,False
CONS_01630,mobile,Midlands,1,30.71,27.15,False
CONS_01631,mobile,Midlands,6,29.37,29.24,False
CONS_01632,subscription,North West,12,17.83,20.81,False
CONS_01633,mobile,South East,45,15.59,16.65,False
CONS_01634,mobile,London,48,17.87,18.13,False
CONS_01635,subscription,North West,13,9.18,10.06,False
CONS_01636,mobile,North West,20,25.37,27.31,False
CONS_01637,mobile,Midlands,10,29.22,27.45,False
CONS_01638,subscription,Midlands,13,12.66,13.76,False
CONS_01639,broadband,South West,22,29.71,33.23,False
CONS_01640,mobile,North East,19,17.76,21.98,False
CONS_01641,subscription,Midlands,2,20.43,21.25,False
CONS_01642,broadband,London,22,31.71,38.0,False
CONS_01643,mobile,North West,38,22.87,23.18,False
CONS_01644,broadband,Scotland,5,28.16,35.49,False
CONS_01645,broadband,Scotland,21,23.88,23.83,False
CONS_01646,mobile,London,22,17.13,18.87,False
CONS_01647,broadband,Scotland,5,29.11,31.17,False
CONS_01648,subscription,South East,15,15.34,18.08,False
CONS_01649,subscription,South East,23,11.91,13.89,False
CONS_01650,subscription,South West,9,14.99,14.44,False
CONS_01651,broadband,North West,34,32.78,43.75,True
CONS_01652,broadband,Scotland,10,21.81,22.22,False
CONS_01653,broadband,Scotland,17,21.86,27.12,False
CONS_01654,broadband,Scotland,43,25.0,34.26,True
CONS_01655,subscription,South East,1,12.33,13.01,False
CONS_01656,mobile,Scotland,7,23.34,26.07,False
CONS_01657,broadband,South East,14,27.51,26.43,False
CONS_01658,subscription,Wales,21,17.49,17.95,False
CONS_01659,broadband,London,27,18.3,18.1,False
CONS_01660,broadband,North East,66,32.14,36.22,False
CONS_01661,broadband,Midlands,23,27.56,30.6,False
CONS_01662,mobile,North West,28,19.07,24.68,True
CONS_01663,subscription,South East,78,15.07,19.34,True
CONS_01664,broadband,North West,20,17.73,20.46,False
CONS_01665,subscription,Midlands,14,10.2,9.79,False
CONS_01666,subscription,Wales,21,13.17,14.4,False
CONS_01667,subscription,Midlands,56,13.73,14.39,False
CONS_01668,broadband,South West,13,22.81,19.64,False
CONS_01669,broadband,North West,19,26.91,29.23,False
CONS_01670,subscription,Wales,19,13.89,16.12,False
CONS_01671,broadband,North West,4,19.95,23.67,False
CONS_01672,mobile,Wales,12,22.86,23.86,False
CONS_01673,subscription,North West,12,13.42,15.01,False
CONS_01674,broadband,Midlands,19,34.84,38.09,False
CONS_01675,subscription,London,14,14.2,13.99,False
CONS_01676,subscription,South East,19,13.73,13.38,False
CONS_01677,mobile,South East,9,16.83,17.55,False
CONS_01678,mobile,North East,20,15.34,15.76,False
CONS_01679,subscription,North West,23,10.55,11.12,False
CONS_01680,mobile,South East,14,43.36,43.89,False
CONS_01681,mobile,North West,19,22.3,23.74,False
CONS_01682,subscription,North West,19,11.21,10.78,False
CONS_01683,mobile,South West,14,35.1,41.49,False
CONS_01684,broadband,North East,74,29.71,36.91,True
CONS_01685,broadband,South West,15,32.83,29.71,False
CONS_01686,broadband,South West,120,23.2,33.36,True
CONS_01687,mobile,London,1,30.59,31.81,False
CONS_01688,mobile,South East,5,15.34,15.8,False
CONS_01689,mobile,Scotland,36,23.78,24.62,False
CONS_01690,broadband,Wales,12,31.1,30.43,False
CONS_01691,subscription,South East,23,11.75,10.9,False
CONS_01692,subscription,Midlands,20,12.74,13.59,False
CONS_01693,broadband,London,43,25.01,32.72,True
CONS_01694,mobile,South East,43,16.53,21.44,True
CONS_01695,mobile,South East,18,20.58,21.19,False
CONS_01696,mobile,South West,22,14.52,15.67,False
CONS_01697,broadband,Midlands,9,27.5,25.23,False
CONS_01698,subscription,Scotland,12,11.76,14.12,False
CONS_01699,subscription,Midlands,53,16.08,22.83,True
CONS_01700,mobile,Midlands,21,15.55,16.17,False
CONS_01701,subscription,North West,23,9.98,8.19,False
CONS_01702,subscription,Midlands,5,8.34,8.86,False
CONS_01703,broadband,South East,97,30.73,30.97,False
CONS_01704,mobile,North West,1,18.21,17.41,False
CONS_01705,mobile,London,24,19.48,22.5,False
CONS_01706,subscription,North West,18,19.64,22.14,False
CONS_01707,broadband,Scotland,43,28.2,30.33,False
CONS_01708,mobile,London,7,22.15,23.33,False
CONS_01709,subscription,North West,18,10.32,11.25,False
CONS_01710,broadband,Wales,83,33.71,31.1,False
CONS_01711,subscription,Wales,43,16.07,17.08,False
CONS_01712,broadband,London,49,29.42,33.99,False
CONS_01713,subscription,London,54,14.35,17.69,True
CONS_01714,subscription,South East,3,10.4,11.83,False
CONS_01715,broadband,South West,19,26.03,25.05,False
CONS_01716,subscription,South West,18,12.08,12.83,False
CONS_01717,broadband,South East,9,33.95,32.49,False
CONS_01718,mobile,Midlands,21,17.5,18.55,False
CONS_01719,mobile,Scotland,1,22.7,22.37,False
CONS_01720,subscription,North East,15,11.68,11.4,False
CONS_01721,broadband,London,5,35.44,38.17,False
CONS_01722,broadband,Scotland,22,29.12,28.76,False
CONS_01723,mobile,Scotland,12,28.18,27.68,False
CONS_01724,mobile,South East,73,23.33,25.11,False
CONS_01725,mobile,London,4,21.64,20.12,False
CONS_01726,broadband,London,15,37.53,38.28,False
CONS_01727,broadband,North West,47,27.27,25.24,False
CONS_01728,subscription,Midlands,14,13.53,12.71,False
CONS_01729,broadband,Midlands,14,27.87,32.03,False
CONS_01730,broadband,London,17,28.63,28.99,False
CONS_01731,subscription,South West,77,10.44,10.32,False
CONS_01732,broadband,South East,27,27.86,31.21,False
CONS_01733,mobile,North East,51,23.67,28.19,False
CONS_01734,broadband,London,19,26.85,28.67,False
CONS_01735,subscription,South West,8,11.96,13.58,False
CONS_01736,mobile,South West,29,16.03,20.11,True
CONS_01737,subscription,Midlands,17,12.36,12.38,False
CONS_01738,broadband,Midlands,14,24.73,26.0,False
CONS_01739,mobile,South East,3,27.07,28.35,False
CONS_01740,subscription,Midlands,20,16.08,17.27,False
CONS_01741,broadband,Scotland,21,23.37,26.42,False
CONS_01742,broadband,North West,120,29.25,27.22,False
CONS_01743,broadband,North East,24,36.5,35.58,False
CONS_01744,subscription,South East,70,11.33,15.45,True
CONS_01745,mobile,North West,19,16.89,17.01,False
CONS_01746,mobile,South West,21,30.88,29.91,False
CONS_01747,mobile,South East,10,26.01,27.73,False
CONS_01748,mobile,London,95,24.82,26.43,False
CONS_01749,mobile,South East,6,25.06,26.35,False
CONS_01750,mobile,Midlands,8,21.96,22.26,False
CONS_01751,mobile,South West,9,18.48,21.54,False
CONS_01752,broadband,London,2,33.75,35.94,False
CONS_01753,subscription,Wales,3,9.95,10.29,False
CONS_01754,subscription,Scotland,18,10.99,11.56,False
CONS_01755,broadband,Wales,17,30.95,34.38,False
CONS_01756,mobile,Midlands,1,17.86,19.02,False
CONS_01757,broadband,North East,29,36.87,36.02,False
CONS_01758,subscription,South East,7,13.57,16.35,False
CONS_01759,subscription,South East,23,8.27,8.98,False
CONS_01760,subscription,Scotland,80,16.44,15.69,False
CONS_01761,broadband,North West,2,28.71,25.99,False
CONS_01762,broadband,North West,16,23.39,25.87,False
CONS_01763,broadband,London,3,26.64,30.92,False
CONS_01764,broadband,London,5,28.25,30.66,False
CONS_01765,broadband,North East,15,25.77,28.33,False
CONS_01766,broadband,London,18,32.38,35.66,False
CONS_01767,subscription,Scotland,16,12.52,13.11,False
CONS_01768,broadband,Midlands,18,34.6,31.66,False
CONS_01769,broadband,London,34,20.11,29.08,True
CONS_01770,subscription,South East,20,13.78,13.64,False
CONS_01771,mobile,South East,25,32.26,35.98,False
CONS_01772,subscription,North West,9,13.11,14.38,False
CONS_01773,mobile,South East,21,22.47,23.15,False
CONS_01774,subscription,Wales,11,10.68,10.7,False
CONS_01775,mobile,South East,4,17.2,18.25,False
CONS_01776,mobile,London,19,24.6,25.05,False
CONS_01777,mobile,London,13,23.68,24.63,False
CONS_01778,mobile,South East,15,20.43,21.61,False
CONS_01779,broadband,South East,12,27.77,27.32,False
CONS_01780,mobile,North East,10,18.03,20.12,False
CONS_01781,broadband,London,33,15.85,20.3,True
CONS_01782,subscription,Scotland,17,9.7,10.02,False
CONS_01783,broadband,Scotland,26,28.07,30.55,False
CONS_01784,broadband,Midlands,75,28.01,29.47,False
CONS_01785,broadband,Wales,90,41.05,53.86,True
CONS_01786,subscription,London,92,10.6,12.55,False
CONS_01787,broadband,Wales,2,38.62,42.21,False
CONS_01788,mobile,South East,12,25.81,27.91,False
CONS_01789,subscription,Midlands,11,8.8,9.49,False
CONS_01790,broadband,London,12,34.57,42.74,False
CONS_01791,subscription,Midlands,77,13.51,14.09,False
CONS_01792,broadband,Wales,11,23.53,24.95,False
CONS_01793,broadband,Wales,51,23.26,24.55,False
CONS_01794,mobile,London,21,27.03,24.18,False
CONS_01795,subscription,Wales,18,12.0,12.65,False
CONS_01796,broadband,Midlands,7,22.89,25.98,False
CONS_01797,mobile,North West,32,23.58,25.72,False
CONS_01798,broadband,South East,4,39.01,46.07,False
CONS_01799,mobile,London,6,22.31,24.86,False
CONS_01800,mobile,South East,8,18.5,20.16,False
CONS_01801,mobile,Midlands,7,24.4,27.42,False
CONS_01802,mobile,North West,14,19.11,20.59,False
CONS_01803,broadband,Midlands,36,23.77,24.33,False
CONS_01804,mobile,Midlands,12,16.61,17.21,False
CONS_01805,mobile,Midlands,6,28.12,24.33,False
CONS_01806,mobile,Midlands,15,17.52,20.83,False
CONS_01807,broadband,Wales,17,26.45,27.25,False
CONS_01808,mobile,North West,9,14.48,13.94,False
CONS_01809,mobile,London,70,29.28,29.76,False
CONS_01810,broadband,South West,11,23.82,28.69,False
CONS_01811,broadband,North East,22,22.15,23.32,False
CONS_01812,mobile,North West,14,14.98,16.0,False
CONS_01813,mobile,North East,2,20.16,24.93,False
CONS_01814,broadband,North East,1,30.6,34.24,False
CONS_01815,subscription,North West,32,8.74,12.21,True
CONS_01816,mobile,Midlands,35,17.27,17.66,False
CONS_01817,subscription,Wales,10,10.81,9.88,False
CONS_01818,mobile,South East,24,18.74,20.64,False
CONS_01819,mobile,London,17,35.79,35.48,False
CONS_01820,mobile,North West,6,21.48,23.7,False
CONS_01821,subscription,Midlands,16,14.49,15.11,False
CONS_01822,mobile,South East,25,23.77,25.7,False
CONS_01823,mobile,Midlands,18,26.13,29.38,False
CONS_01824,mobile,Wales,13,19.06,17.38,False
CONS_01825,mobile,Midlands,9,27.81,29.41,False
CONS_01826,broadband,South East,6,29.51,30.84,False
CONS_01827,mobile,North West,11,23.85,25.54,False
CONS_01828,mobile,London,21,25.92,28.24,False
CONS_01829,subscription,South East,39,16.81,17.81,False
CONS_01830,mobile,London,4,18.73,18.62,False
CONS_01831,mobile,London,6,24.21,23.15,False
CONS_01832,subscription,South East,36,9.26,10.96,True
CONS_01833,mobile,Scotland,75,21.92,20.21,False
CONS_01834,broadband,North West,16,18.19,19.22,False
CONS_01835,broadband,South East,14,21.95,23.96,False
CONS_01836,broadband,South West,22,30.13,30.69,False
CONS_01837,broadband,Scotland,68,28.19,31.53,False
CONS_01838,mobile,South West,11,28.15,29.2,False
CONS_01839,subscription,Wales,14,20.54,21.35,False
CONS_01840,mobile,London,8,19.51,18.2,False
CONS_01841,broadband,South West,21,26.36,26.63,False
CONS_01842,mobile,South West,2,34.32,38.66,False
CONS_01843,broadband,Wales,58,32.35,37.86,False
CONS_01844,subscription,Scotland,1,9.98,10.29,False
CONS_01845,broadband,North West,68,21.33,23.93,False
CONS_01846,mobile,North West,120,23.66,27.73,False
CONS_01847,broadband,Midlands,2,25.34,24.61,False
CONS_01848,mobile,North West,21,21.37,22.94,False
CONS_01849,mobile,London,18,20.83,22.14,False
CONS_01850,subscription,London,19,8.4,9.58,False
CONS_01851,broadband,London,37,31.78,39.07,True
CONS_01852,subscription,South East,23,18.71,18.32,False
CONS_01853,mobile,South East,10,21.93,23.54,False
CONS_01854,subscription,South West,8,9.8,10.05,False
CONS_01855,subscription,South East,1,17.73,19.2,False
CONS_01856,subscription,South East,97,10.69,12.34,False
CONS_01857,broadband,South East,22,25.06,29.51,False
CONS_01858,broadband,Scotland,19,30.48,35.2,False
CONS_01859,broadband,Wales,5,22.66,21.91,False
CONS_01860,broadband,Scotland,75,24.19,24.38,False
CONS_01861,mobile,North East,15,19.13,21.7,False
CONS_01862,subscription,North East,40,11.65,15.07,True
CONS_01863,subscription,South West,6,9.22,10.13,False
CONS_01864,mobile,Midlands,7,25.43,26.06,False
CONS_01865,mobile,South East,1,21.91,21.31,False
CONS_01866,subscription,Scotland,21,16.75,12.83,False
CONS_01867,subscription,South East,50,16.22,14.95,False
CONS_01868,broadband,Midlands,63,19.91,24.29,True
CONS_01869,mobile,London,8,33.65,34.37,False
CONS_01870,subscription,South East,11,10.7,10.94,False
CONS_01871,broadband,London,11,18.82,20.36,False
CONS_01872,mobile,Scotland,34,19.97,21.93,False
CONS_01873,subscription,Midlands,18,12.25,15.36,False
CONS_01874,subscription,London,35,14.52,14.29,False
CONS_01875,subscription,North West,22,11.18,10.01,False
CONS_01876,subscription,South East,15,17.08,16.6,False
CONS_01877,broadband,Midlands,33,25.96,31.07,False
CONS_01878,broadband,London,19,31.34,32.84,False
CONS_01879,mobile,London,111,21.39,25.04,True
CONS_01880,mobile,Wales,12,19.97,22.66,False
CONS_01881,mobile,Scotland,67,33.11,42.57,True
CONS_01882,mobile,South West,13,15.99,16.0,False
CONS_01883,mobile,Scotland,28,22.42,22.54,False
CONS_01884,mobile,North East,66,23.53,33.37,True
CONS_01885,broadband,South East,1,27.94,25.5,False
CONS_01886,broadband,North West,5,36.21,36.91,False
CONS_01887,broadband,North East,5,26.41,27.67,False
CONS_01888,broadband,London,25,18.58,20.84,False
CONS_01889,subscription,Midlands,7,12.16,13.31,False
CONS_01890,mobile,London,26,17.15,21.04,False
CONS_01891,broadband,North West,11,30.68,31.72,False
CONS_01892,subscription,London,6,11.05,11.79,False
CONS_01893,mobile,Scotland,9,39.24,41.02,False
CONS_01894,broadband,Midlands,13,22.97,22.74,False
CONS_01895,broadband,London,11,29.34,31.73,False
CONS_01896,broadband,London,26,17.97,18.4,False
CONS_01897,mobile,South East,10,17.91,21.41,False
CONS_01898,broadband,South East,38,27.05,26.58,False
CONS_01899,broadband,North West,9,33.0,33.61,False
CONS_01900,broadband,North East,16,32.19,30.51,False
CONS_01901,mobile,London,18,22.13,23.8,False
CONS_01902,broadband,North West,2,27.18,25.59,False
CONS_01903,subscription,North West,6,8.64,9.04,False
CONS_01904,broadband,South East,4,28.31,26.99,False
CONS_01905,mobile,South East,24,31.79,30.76,False
CONS_01906,mobile,Midlands,20,20.23,19.92,False
CONS_01907,mobile,Wales,9,22.67,25.15,False
CONS_01908,broadband,Midlands,10,25.85,26.85,False
CONS_01909,subscription,North West,120,9.24,9.58,False
CONS_01910,subscription,Scotland,23,14.28,15.63,False
CONS_01911,broadband,South West,30,26.92,26.73,False
CONS_01912,broadband,South West,36,32.49,29.06,False
CONS_01913,subscription,South West,23,13.16,12.62,False
CONS_01914,mobile,South East,37,20.36,20.83,False
CONS_01915,broadband,North East,10,24.56,25.61,False
CONS_01916,broadband,Midlands,2,25.05,27.42,False
CONS_01917,mobile,Midlands,24,21.71,22.46,False
CONS_01918,mobile,Wales,6,27.85,31.62,False
CONS_01919,mobile,North East,16,20.02,21.57,False
CONS_01920,subscription,North West,37,15.05,14.08,False
CONS_01921,mobile,Midlands,17,12.26,10.47,False
CONS_01922,broadband,Midlands,7,20.74,20.03,False
CONS_01923,mobile,Midlands,39,21.81,30.76,True
CONS_01924,broadband,Midlands,49,32.62,34.52,False
CONS_01925,broadband,London,42,26.8,28.89,False
CONS_01926,broadband,South East,20,22.12,22.96,False
CONS_01927,broadband,North West,14,33.81,35.73,False
CONS_01928,mobile,Midlands,12,22.27,25.9,False
CONS_01929,broadband,Midlands,13,28.02,29.36,False
CONS_01930,mobile,South West,113,22.93,30.07,True
CONS_01931,mobile,Midlands,18,21.1,22.71,False
CONS_01932,mobile,Scotland,55,18.17,21.6,False
CONS_01933,subscription,London,32,10.94,9.91,False
CONS_01934,subscription,Wales,10,8.53,10.23,False
CONS_01935,mobile,South West,11,20.81,17.75,False
CONS_01936,broadband,Wales,35,24.32,23.83,False
CONS_01937,mobile,South West,16,32.36,32.39,False
CONS_01938,mobile,North East,16,21.76,19.99,False
CONS_01939,broadband,South East,23,33.92,35.04,False
CONS_01940,broadband,Midlands,13,26.39,27.51,False
CONS_01941,broadband,Scotland,106,20.56,26.54,True
CONS_01942,mobile,North West,26,25.35,34.23,True
CONS_01943,mobile,South East,14,17.5,19.43,False
CONS_01944,broadband,South East,7,34.37,38.07,False
CONS_01945,subscription,London,8,11.11,11.79,False
CONS_01946,subscription,Wales,29,19.96,22.84,False
CONS_01947,broadband,London,39,23.85,26.28,False
CONS_01948,subscription,North West,18,9.97,10.17,False
CONS_01949,broadband,Scotland,8,52.28,55.24,False
CONS_01950,subscription,North West,21,12.36,12.3,False
CONS_01951,subscription,South West,13,7.13,6.77,False
CONS_01952,broadband,North West,4,25.84,27.99,False
CONS_01953,subscription,London,13,11.05,10.26,False
CONS_01954,subscription,North East,15,11.32,11.67,False
CONS_01955,subscription,South West,10,13.46,11.73,False
CONS_01956,subscription,Wales,26,11.58,12.19,False
CONS_01957,mobile,Midlands,20,20.6,20.34,False
CONS_01958,broadband,London,27,18.78,20.57,False
CONS_01959,subscription,Midlands,9,8.77,9.02,False
CONS_01960,mobile,South East,4,17.63,18.27,False
CONS_01961,mobile,North West,5,29.18,30.67,False
CONS_01962,mobile,London,11,15.61,15.56,False
CONS_01963,mobile,Midlands,12,23.84,23.85,False
CONS_01964,broadband,South East,2,40.41,40.43,False
